251664.86	645487.7	3.64	3.64
251664.86	645477.7	3.67	3.67
251664.86	645467.7	3.66	3.66
251664.86	645457.7	3.57	3.57
251664.86	645447.7	3.59	3.59
251664.86	645437.7	3.69	3.69
251664.86	645427.7	3.67	3.67
251664.86	645417.7	3.67	3.67
251664.86	645397.7	3.64	3.64
251664.86	645387.7	3.64	3.64
251664.86	645377.7	3.64	3.64
251664.86	645207.7	3.7	3.7
251664.86	645197.7	3.81	3.81
251664.86	645187.7	3.77	3.77
251664.86	645177.7	3.79	3.79
251674.86	645787.7	3.65	3.65
251674.86	645777.7	3.24	3.24
251674.86	645767.7	3.71	3.71
251674.86	645757.7	3.6	3.6
251674.86	645747.7	3.55	3.55
251674.86	645737.7	3.83	3.83
251674.86	645727.7	3.82	3.82
251674.86	645717.7	3.84	3.84
251674.86	645707.7	3.9	3.9
251674.86	645697.7	3.86	3.86
251674.86	645687.7	3.81	3.81
251674.86	645677.7	3.6	3.6
251674.86	645667.7	3.48	3.48
251674.86	645657.7	3.59	3.59
251674.86	645647.7	3.62	3.62
251674.86	645637.7	3.18	3.18
251674.86	645627.7	3.54	3.54
251674.86	645617.7	3.58	3.58
251674.86	645607.7	3.81	3.81
251674.86	645597.7	3.28	3.28
251674.86	645587.7	3.31	3.31
251674.86	645577.7	3.69	3.69
251674.86	645567.7	3.89	3.89
251674.86	645557.7	3.67	3.67
251674.86	645547.7	3.82	3.82
251674.86	645537.7	3.93	3.93
251674.86	645527.7	3.78	3.78
251674.86	645517.7	3.6	3.6
251674.86	645507.7	3.61	3.61
251674.86	645497.7	3.6	3.6
251674.86	645487.7	3.65	3.65
251674.86	645477.7	3.69	3.69
251674.86	645467.7	3.64	3.64
251674.86	645457.7	3.64	3.64
251674.86	645447.7	3.67	3.67
251674.86	645437.7	3.68	3.68
251674.86	645427.7	3.59	3.59
251674.86	645417.7	3.64	3.64
251674.86	645397.7	3.58	3.58
251674.86	645387.7	3.53	3.53
251674.86	645377.7	3.62	3.62
251674.86	645367.7	3.69	3.69
251674.86	645357.7	3.71	3.71
251674.86	645187.7	3.78	3.78
251674.86	645177.7	3.78	3.78
251674.86	645167.7	3.77	3.77
251684.86	645817.7	3.59	3.59
251684.86	645807.7	3.51	3.51
251684.86	645797.7	3.68	3.68
251684.86	645787.7	3.21	3.21
251684.86	645777.7	3.64	3.64
251684.86	645767.7	3.43	3.43
251684.86	645757.7	3.41	3.41
251684.86	645747.7	3.5	3.5
251684.86	645737.7	3.74	3.74
251684.86	645727.7	3.88	3.88
251684.86	645717.7	3.91	3.91
251684.86	645707.7	3.81	3.81
251684.86	645697.7	3.78	3.78
251684.86	645687.7	3.67	3.67
251684.86	645677.7	3.69	3.69
251684.86	645667.7	3.78	3.78
251684.86	645657.7	3.84	3.84
251684.86	645647.7	3.51	3.51
251684.86	645637.7	3.62	3.62
251684.86	645627.7	3.83	3.83
251684.86	645617.7	3.71	3.71
